,ID,datetime,Day,Time,siteid,offerid,category,merchant,countrycode,browserid,devid,click
4027937,ID05aBsQj,18-01-2017 13:55,18,13,5885345,290089,84987,37135965,5,2,4,0
1430021,IDm7Tf6Ba,13-01-2017 11:48,13,11,6322133,774740,41706,4000296,2,3,1,0
7432885,ID5Q647dY,10-01-2017 12:10,10,12,4355352,412900,80524,95185333,2,2,4,0
1640705,IDbzaHOEa,13-01-2017 14:45,13,14,3032554,326350,97863,17990842,2,3,1,0
9362298,IDBfgowug,19-01-2017 13:42,19,13,7104399,563362,54125,555603,4,3,3,0
123510,IDNVdoW28,16-01-2017 03:36,16,3,7260139,10004,61982,99684291,5,3,2,0
4614843,IDEU9lQPT,18-01-2017 13:24,18,13,7609369,343223,904,58604466,3,3,2,0
11605440,IDRjogky9,19-01-2017 17:04,19,17,6014120,662168,17804,26391770,1,3,1,0
7585087,IDF042qN5,14-01-2017 10:44,14,10,8373735,239616,87895,61940782,5,3,1,0
8591186,IDi8pQjPb,14-01-2017 13:18,14,13,197088,841374,30580,67147700,3,2,4,0
1370744,IDkqeiUP0,11-01-2017 05:45,11,5,3800833,78681,48498,93157824,3,7,2,1
4283520,IDB1L8Fjx,11-01-2017 16:32,11,16,,302610,8467,8837581,2,3,2,0
10871190,IDo38FP2J,11-01-2017 08:53,11,8,140844,466921,40339,37135965,1,3,1,0
4482445,IDkXgv37l,17-01-2017 11:18,17,11,434828,529221,35368,26391770,2,3,1,0
10405277,IDJV6cjxr,14-01-2017 11:55,14,11,4746488,189690,46450,54630329,2,4,2,0
3584839,IDJQ7we44,12-01-2017 12:51,12,12,533590,76619,89522,36529598,3,3,3,0
7910275,ID3ffp4bC,17-01-2017 10:22,17,10,193010,741634,42227,96823930,2,3,2,0
9885866,IDBdQnn9Q,16-01-2017 17:45,16,17,6343746,826039,3037,55358028,2,3,1,0
5473261,IDBKuu33L,14-01-2017 16:05,14,16,2643921,724613,70424,44933356,2,3,1,0
3242478,IDMpQAWVS,12-01-2017 04:30,12,4,2593897,7029,62809,29916445,6,3,1,0
2730781,IDnQLY5CF,16-01-2017 13:31,16,13,9394935,566854,42227,95302954,2,4,1,0
9882649,IDATmo3mL,16-01-2017 15:06,16,15,8967428,847489,5602,60774669,1,1,1,0
6605801,IDm5wfjbv,14-01-2017 12:42,14,12,2419921,386651,80319,15961717,2,3,1,0
3980540,IDQ1iWy4c,14-01-2017 12:32,14,12,3368742,708928,17714,74363610,2,2,4,0
11956788,ID6t6DX64,11-01-2017 10:15,11,10,9522075,82345,56811,91553313,5,2,3,0
4161415,IDRipxVb6,18-01-2017 10:00,18,10,1466152,753496,73248,61940782,1,3,1,0
3460560,IDuO8MObl,17-01-2017 11:06,17,11,8009508,562451,84974,37236044,1,2,4,0
5438113,ID8bZAXfk,14-01-2017 14:46,14,14,8981845,883880,43897,81758577,1,2,4,0
8721701,ID83ODrHZ,11-01-2017 12:36,11,12,5707656,175741,95113,65017662,1,2,4,0
11965080,IDVuBEe7a,11-01-2017 08:53,11,8,562430,309226,84144,7122654,2,3,2,0
11237546,IDIdRGfH7,14-01-2017 15:38,14,15,36392,834680,45620,31388981,1,2,4,0
12052190,IDo35dhBp,14-01-2017 09:42,14,9,6131532,713607,1678,78406516,1,3,1,0
6273837,IDH75A73q,17-01-2017 16:01,17,16,8562462,504982,73248,83960204,2,3,2,0
9667617,IDsyJPaUp,15-01-2017 08:59,15,8,152448,587581,904,29352781,3,3,2,0
1332424,IDV392Wyd,10-01-2017 18:53,10,18,653746,478930,10345,26461535,5,3,1,0
993474,ID63Z3hW3,20-01-2017 12:38,20,12,8822480,667367,82877,33505809,2,1,1,0
8381499,IDqrneS6t,10-01-2017 11:43,10,11,588029,329497,5602,48425572,6,2,4,0
5598355,IDXZHCuwp,16-01-2017 13:51,16,13,3411458,312023,54343,91873245,2,3,2,0
7940610,IDK4rwPGT,13-01-2017 12:37,13,12,9134270,398163,10327,7122654,1,5,1,0
7570247,IDOsgEi8a,18-01-2017 09:01,18,9,8591158,855129,98552,16150900,5,3,2,0
10449686,IDlZ4VshO,11-01-2017 08:54,11,8,1710291,827343,6906,99510044,6,2,4,0
5193980,ID6l6x3w9,18-01-2017 15:56,18,15,5417874,300892,49810,37017006,3,3,2,0
2558158,IDb0vTdK4,14-01-2017 10:58,14,10,9585810,167275,89522,41631117,2,3,1,0
1145193,ID3SWILUR,16-01-2017 09:42,16,9,8291855,218182,904,74363610,1,3,1,0
8406560,IDi4GDCmn,13-01-2017 16:38,13,16,8698439,575013,42227,96823930,2,1,1,0
11561032,IDLzcVEFo,11-01-2017 18:50,11,18,8955291,94889,8467,30860214,1,7,1,0
10419908,IDpuVoIjZ,16-01-2017 18:00,16,18,6390474,863595,25321,26391770,3,3,2,1
4285247,IDba7OrKt,19-01-2017 03:34,19,3,7539485,767868,34489,44933356,2,3,2,0
4995048,IDWrb7cjs,18-01-2017 10:16,18,10,692328,890300,55686,26391770,1,3,1,0
5212601,IDIWbyhvn,17-01-2017 14:41,17,14,5596729,407768,64452,60425188,1,2,4,0
1406013,IDdIDj8eJ,10-01-2017 13:01,10,13,236244,8808,22023,48644561,4,3,1,0
4416490,ID1pe0L4Z,10-01-2017 12:30,10,12,5182999,817361,6906,99510044,3,4,2,1
3358437,IDgINK4w2,14-01-2017 12:35,14,12,7598487,230030,6906,99510044,2,7,1,0
4515466,IDPNZTGiK,12-01-2017 11:51,12,11,678425,912946,25491,79474990,2,4,1,0
10435953,ID49s2dqD,15-01-2017 18:13,15,18,113315,383810,82877,22577334,2,3,3,0
4299171,IDZ265Ltw,18-01-2017 20:18,18,20,,616884,87732,18481500,3,4,2,1
10646889,IDy0n5vUq,11-01-2017 14:20,11,14,,117586,73248,57977218,1,3,2,0
11755082,IDujv1bDD,11-01-2017 07:36,11,7,8189156,942960,11837,89663643,1,3,2,0
2710637,ID83obJ6Q,10-01-2017 11:23,10,11,1993415,379914,42227,21153737,1,3,1,0
4101679,IDahOGFRI,15-01-2017 14:51,15,14,1262382,134004,6906,99510044,2,3,1,0
3281611,IDuzkehRb,16-01-2017 17:44,16,17,1891866,516994,82877,67290861,2,3,1,0
11257662,IDqrFfZbu,13-01-2017 16:08,13,16,515874,32183,40339,43452411,1,2,4,0
5271726,IDpBQ6Lq5,12-01-2017 10:48,12,10,8956254,638374,2053,91553313,2,2,4,0
7371726,ID5I2iYbl,18-01-2017 12:38,18,12,5723500,287454,6906,99510044,1,7,3,0
11116638,IDLIZR73Y,14-01-2017 19:27,14,19,6173483,980256,41706,62201833,3,1,1,1
10154846,IDt0SSyZS,14-01-2017 14:01,14,14,2357545,398194,40339,21153737,6,3,2,0
11209800,IDi2WED11,13-01-2017 14:41,13,14,7943988,231467,1678,66201904,2,3,1,0
9969912,IDs2ifbr8,17-01-2017 14:46,17,14,,455842,80554,61940782,1,4,3,0
4306269,IDQ4llU3V,15-01-2017 12:29,15,12,9834696,344320,12211,55358028,2,3,2,0
5652131,IDfHZ6CLe,15-01-2017 11:00,15,11,1803724,674047,82877,65017662,2,3,2,0
347827,IDjbPsT21,16-01-2017 07:38,16,7,9514348,96835,82877,67290861,4,3,3,0
3599521,IDTTVPwOG,11-01-2017 18:50,11,18,6037091,103249,40339,43452411,2,2,4,0
3109515,IDgn8ATnS,17-01-2017 13:15,17,13,,489658,41640,26391770,1,3,1,0
4180824,IDX48hDRB,12-01-2017 10:20,12,10,1161720,902970,35368,90093962,1,2,4,0
7657574,IDsTc4qlv,11-01-2017 19:49,11,19,7050403,163851,97863,87807327,1,2,4,0
3319208,IDWQtCuyL,13-01-2017 11:40,13,11,8374821,550575,40339,43452411,1,2,4,0
1408290,IDdW37i8V,17-01-2017 14:58,17,14,4374774,74669,6906,99510044,2,6,4,0
2216582,IDpljTYRq,16-01-2017 15:54,16,15,,818634,70443,48059626,2,7,4,0
2703546,IDkzK5AHQ,11-01-2017 19:14,11,19,6869254,300426,42227,21153737,6,3,2,0
684102,IDjIV7HbZ,18-01-2017 16:54,18,16,8822524,624131,40339,12247975,2,2,3,0
12105458,IDpGP6Dhs,13-01-2017 16:57,13,16,378824,461803,53956,46997962,6,4,2,0
10823726,IDhaSDiar,10-01-2017 09:08,10,9,6196046,146600,43897,37236044,6,3,1,0
9421187,IDY57T41A,17-01-2017 09:51,17,9,1466152,857914,73248,61940782,1,2,4,0
11838130,IDiwew7jx,20-01-2017 08:40,20,8,,91897,2053,91553313,2,3,1,0
180860,IDn3dmDYj,12-01-2017 10:05,12,10,2627839,411792,97863,36994522,5,5,1,0
1353138,IDsCjZqIt,10-01-2017 06:04,10,6,3861956,70772,15124,99558603,3,1,2,1
1329573,IDTyzbuEN,16-01-2017 09:08,16,9,4643226,102171,42227,18243870,3,7,4,0
10760576,IDkZ1TRI4,16-01-2017 07:51,16,7,,213908,42227,99558603,2,3,2,0
8462108,IDcTAf4Ps,20-01-2017 17:55,20,17,9324888,478820,33638,62834288,1,3,1,0
10995832,IDFWgT3jb,12-01-2017 16:36,12,16,169481,68770,43612,74868704,2,3,3,0
3892069,IDmQWoBVb,11-01-2017 11:13,11,11,9576244,573820,17714,16340250,3,4,2,1
7048127,IDsJfGB2a,11-01-2017 15:01,11,15,3277829,693274,73362,67274540,6,1,1,0
29593,IDMQz2Cgp,10-01-2017 18:18,10,18,3934705,549440,23576,16150900,2,3,1,0
1903508,IDz4tlYXj,16-01-2017 16:19,16,16,5057732,819980,80554,61940782,1,7,1,0
4102483,IDXgHUWlL,14-01-2017 16:02,14,16,,568970,93286,87807327,4,2,4,0
5189719,ID5YqaeJQ,14-01-2017 16:41,14,16,2319469,540322,81229,98166279,6,2,4,0
10529357,IDJWNXWJi,17-01-2017 04:41,17,4,,824713,96184,51545768,1,3,1,0
10095352,IDOJkndME,15-01-2017 14:14,15,14,2771205,24684,42227,1436904,5,3,1,0
2415665,ID2l69Hzp,17-01-2017 16:33,17,16,6118330,405473,82877,33505809,3,2,4,0
8787419,ID2ZzGP1o,16-01-2017 16:14,16,16,,225951,48498,30860214,2,2,4,0
3543947,ID0RunOqk,12-01-2017 17:04,12,17,682549,406147,34670,83909736,1,2,4,0
8978847,IDBE87GTh,12-01-2017 14:45,12,14,7720018,639507,54916,74868704,5,2,4,0
4168396,IDH80WEfd,11-01-2017 08:32,11,8,8459227,374753,26966,74363610,1,3,1,0
7324550,IDgCRXtNs,11-01-2017 15:12,11,15,2692338,911199,5602,99558603,2,1,1,0
7925880,ID7He7ArC,11-01-2017 18:38,11,18,7886153,884427,8467,44110614,2,3,3,0
840977,IDgpX1njZ,14-01-2017 09:42,14,9,9826714,618889,56811,23703974,2,2,4,0
5056281,IDYAU8CqB,10-01-2017 18:52,10,18,3760609,704711,17714,74363610,2,3,2,0
10493203,IDQ4r9Pj0,20-01-2017 17:13,20,17,9157822,346206,82877,38492160,1,2,4,0
397612,ID4luGT7o,14-01-2017 13:51,14,13,5431039,19599,42227,5675575,2,2,4,0
717499,IDYfWaRo8,10-01-2017 18:20,10,18,7484649,699494,23576,45446370,2,2,4,0
9811531,IDGQyzZh7,17-01-2017 16:00,17,16,2592399,416945,48430,39772159,2,3,1,0
755416,IDIe5YuYy,15-01-2017 07:34,15,7,5866913,290089,84987,37135965,2,3,2,0
4200381,IDjnHe4JQ,12-01-2017 17:29,12,17,9911265,341852,36768,29916445,1,2,4,0
2074041,IDjy598I9,18-01-2017 16:42,18,16,7956169,760055,70409,49384126,5,3,1,0
10555825,IDOzAUE6m,11-01-2017 13:48,11,13,,561474,17714,95601860,1,2,4,0
11656346,IDfCHxkIC,10-01-2017 07:25,10,7,1993415,158936,40339,7122654,1,2,4,0
3248879,IDuySPdN6,19-01-2017 08:31,19,8,3094794,75412,68947,81968512,4,3,2,0
7351018,IDbGDvOfn,12-01-2017 13:37,12,13,2623334,840382,9764,37017006,2,3,1,0
6067011,IDIdWRmae,16-01-2017 04:04,16,4,,473851,70409,21153737,2,3,2,0
9893642,IDPaQojZF,12-01-2017 14:44,12,14,7720018,817150,8414,47079934,6,1,2,0
5416178,IDVy5VfIT,14-01-2017 07:17,14,7,4148272,742804,82396,65017662,3,4,2,0
2433861,ID3M0iLO2,12-01-2017 07:14,12,7,7424455,233131,42227,18243870,3,3,1,0
3699941,IDVbt6iP1,20-01-2017 10:18,20,10,3230947,636223,82396,26461535,2,4,2,0
1697522,IDEhUh1vs,15-01-2017 11:57,15,11,8755209,138733,97863,87807327,2,3,3,0
10427122,IDucl9o9H,19-01-2017 09:34,19,9,7881575,50125,46450,54630329,4,3,1,0
8743293,IDSPjlZU3,20-01-2017 14:56,20,14,3302997,706833,21380,41631117,1,2,4,0
8533843,IDMDUslbj,18-01-2017 12:38,18,12,,865123,6906,99510044,3,1,2,1
6251389,IDaNTjZnm,18-01-2017 17:02,18,17,264181,773042,6906,71165566,2,3,3,0
3094278,IDQ7F61rP,20-01-2017 09:43,20,9,177813,423200,54125,48615529,6,3,1,0
1938079,ID6f1HC7G,17-01-2017 12:44,17,12,,633658,41706,4000296,4,4,3,1
11120357,IDK8CLE93,20-01-2017 08:10,20,8,603987,523003,33949,72749645,2,2,4,0
8799263,IDZXqul7o,13-01-2017 10:33,13,10,3302997,64606,17714,74363610,2,7,1,0
3655730,IDpMRCD4L,10-01-2017 10:46,10,10,2687005,465665,2053,2050923,1,2,4,0
6685278,IDErz1LGY,16-01-2017 16:34,16,16,5049148,762458,41640,27723861,2,2,4,0
260161,IDaXCg9QD,18-01-2017 16:18,18,16,8617254,399491,10345,64511164,2,2,4,0
176437,IDdd2AKW4,15-01-2017 15:53,15,15,7408718,342662,5602,60774669,2,3,2,0
992259,IDTqXejnV,10-01-2017 09:11,10,9,3884509,900692,42227,15961717,1,2,4,0
3833923,IDP9g6adx,14-01-2017 15:56,14,15,,869837,8467,88843407,1,3,1,0
8849539,ID0R2XMyC,17-01-2017 06:48,17,6,7346510,108750,50584,2050923,2,3,2,0
7070267,IDpZpmzw7,14-01-2017 10:43,14,10,84947,872677,33638,78406516,2,2,4,0
7638729,IDrLvivxo,13-01-2017 05:12,13,5,4887909,346313,13255,4519772,2,4,2,0
7979479,IDWPH5QMi,17-01-2017 14:36,17,14,9706003,400629,26162,54692138,2,7,3,0
4087485,ID4isHQVE,20-01-2017 02:01,20,2,4995670,402657,36610,26391770,6,4,4,0
8353403,IDCPRoY5L,11-01-2017 12:00,11,12,8033839,949134,74802,87807327,2,4,3,0
4703350,IDis2OP0U,17-01-2017 17:20,17,17,8210606,221938,17714,29916445,1,3,3,0
8262925,IDKaTx8Y3,16-01-2017 17:20,16,17,8946231,977596,11837,89663643,3,2,4,0
5702492,IDbe6n9xd,16-01-2017 11:20,16,11,9747067,870743,87732,78406516,5,3,2,0
2172444,ID3seVcwp,12-01-2017 16:02,12,16,,109612,40339,43452411,2,3,1,0
8346642,IDG8fInBJ,15-01-2017 11:46,15,11,3312638,872306,6906,71165566,2,3,3,0
11209554,IDFKqryc1,13-01-2017 12:38,13,12,7641455,51656,904,94350426,1,3,2,0
4114239,IDfQsu1Pr,18-01-2017 10:49,18,10,9933608,528509,80524,3151081,2,1,3,0
4518678,IDrgfwho0,14-01-2017 14:54,14,14,7716500,508508,80554,61940782,2,3,3,0
11293888,IDfeP6GZU,13-01-2017 13:57,13,13,7189458,906681,97103,67290861,1,3,3,0
6204841,IDOHRorlt,18-01-2017 10:36,18,10,1466152,577618,80554,17990842,1,2,4,0
11076852,IDxv64IzB,11-01-2017 10:38,11,10,5454722,320085,72276,67860104,1,1,1,0
9178426,IDqmlf6f2,11-01-2017 18:41,11,18,6624172,727686,5602,60774669,1,4,4,0
6489684,ID1BXbpHu,12-01-2017 09:41,12,9,6046775,765107,80554,57977218,2,3,2,0
2646395,IDE6Cehj4,17-01-2017 15:03,17,15,8330818,569158,26849,79055697,2,3,1,0
2932356,IDtVzqjVS,11-01-2017 15:05,11,15,8613841,883466,40339,43452411,3,3,1,0
8935143,IDP91HaOC,15-01-2017 07:02,15,7,3632094,160989,80554,57977218,5,2,4,0
2035304,ID7lfzpRx,15-01-2017 13:59,15,13,2209324,733063,45287,27723861,2,4,3,0
7339931,IDik7NLvD,20-01-2017 13:53,20,13,2803129,963852,40339,71040875,2,3,3,0
3721929,IDANf9qnf,14-01-2017 11:09,14,11,5719626,16806,33638,62834288,2,3,1,0
1831386,IDhURsQSh,10-01-2017 17:37,10,17,4113273,167238,33287,46997962,4,2,4,0
10642989,IDMJ9o5Ek,14-01-2017 15:44,14,15,7491097,654733,12052,39507200,2,3,3,0
10144489,IDcrqvmrL,14-01-2017 11:31,14,11,8374821,734924,17714,2050923,1,2,3,0
1225107,IDkoesbBT,10-01-2017 07:28,10,7,7596289,93021,17714,61682792,2,2,4,0
4513580,IDZsnvvyZ,14-01-2017 10:59,14,10,1317027,218124,26849,18243870,2,7,4,0
365964,IDYE0EJXz,12-01-2017 08:21,12,8,,289869,84974,17990842,2,3,1,0
7381820,IDixD3wv0,13-01-2017 13:04,13,13,8123702,788168,91234,82291592,2,3,2,0
10734567,IDsDh6k11,12-01-2017 12:38,12,12,3298470,515408,62949,30860214,2,4,1,0
1091379,ID9WL5UWT,14-01-2017 13:06,14,13,8112805,201456,36768,555603,5,2,4,0
6111955,IDuJx1C6S,13-01-2017 02:16,13,2,,573688,42227,43770446,2,4,2,0
1047257,IDzgscl8r,11-01-2017 16:58,11,16,8816704,255074,17714,2050923,2,2,4,0
9052153,IDZ1hwvCg,14-01-2017 11:56,14,11,9154802,569789,26962,57977218,2,3,1,0
458475,IDg63DdBE,13-01-2017 11:18,13,11,6717698,369601,65251,57977218,5,2,3,0
2893881,IDERFBK2f,16-01-2017 10:38,16,10,4335377,531625,21380,41631117,5,2,4,0
9453584,IDT6se6ya,20-01-2017 08:56,20,8,2769189,597273,42227,49384126,2,2,4,0
741342,IDhaBYnkT,10-01-2017 10:44,10,10,,67345,70409,47941469,1,4,4,0
11580533,IDknd5NCh,14-01-2017 15:22,14,15,6446598,182940,11987,74363610,2,7,1,0
11977022,ID5A08So4,12-01-2017 01:53,12,1,4040355,126157,904,26391770,2,3,1,0
10572168,IDwAWR8jI,13-01-2017 17:19,13,17,1688056,312234,95113,65017662,1,4,1,0
9193337,IDD3nlRea,14-01-2017 16:38,14,16,,721163,1678,95601860,2,3,1,0
11505304,ID63OCb59,16-01-2017 07:39,16,7,8666747,450064,84974,17488931,1,4,2,0
1788506,IDw6sdqnL,11-01-2017 09:25,11,9,6180592,741347,17714,74363610,5,2,3,0
2326491,IDsKr4NEM,16-01-2017 14:14,16,14,4431921,826738,8467,5716520,1,3,1,0
7628441,IDih6YXE9,20-01-2017 12:52,20,12,1712575,477100,30580,23703974,3,3,2,0
2962226,IDEd7dmKA,10-01-2017 14:01,10,14,424598,837140,33638,78406516,2,3,2,0
7836234,ID2os7OaZ,15-01-2017 13:37,15,13,1466152,631546,73248,43770446,2,4,2,0
8700677,IDoG1mRLi,12-01-2017 07:50,12,7,4061322,374434,17714,2050923,2,2,4,0
4168154,IDxuO7t6A,16-01-2017 13:55,16,13,3842889,94526,53956,23341324,1,5,3,0
8717705,IDqZaLsmG,12-01-2017 13:23,12,13,2764231,524399,11837,43770446,6,2,3,0
5484608,IDSY2Wu3v,14-01-2017 11:23,14,11,9870971,450989,6906,99510044,2,2,4,0
1284624,IDF2gzbl6,14-01-2017 13:29,14,13,6795815,948500,15912,56546102,5,5,1,0
2402917,IDWWw4t8h,13-01-2017 15:20,13,15,4322854,164324,26849,30860214,2,3,1,0
817756,ID6XfcnOa,14-01-2017 11:04,14,11,9190979,44867,10345,17777318,1,1,2,0
11240875,ID2Lz56XM,16-01-2017 13:28,16,13,7881575,816391,34670,46997962,2,2,4,0
8466008,ID8lvRdnd,20-01-2017 07:58,20,7,2309733,454399,68847,84522677,2,7,4,0
1195981,IDeSmSy79,20-01-2017 17:31,20,17,5691558,51985,54343,3402198,1,2,4,0
4089378,IDJyxLGxj,16-01-2017 11:44,16,11,9275720,400472,76239,64615852,2,2,4,0
125024,IDE5PXIkL,19-01-2017 12:33,19,12,6419150,711809,22023,48644561,2,3,1,0
5037004,IDmbTw7Om,19-01-2017 13:50,19,13,7097676,408085,42227,49384126,5,3,3,0
5185457,IDDOKnQH4,13-01-2017 13:58,13,13,514617,900627,62416,17488931,2,2,4,0
7616188,IDgM3ep9b,16-01-2017 08:42,16,8,3330027,876269,56027,31388981,2,2,4,0
6257874,IDAuey8PD,20-01-2017 15:49,20,15,7271240,258110,80554,61940782,3,3,2,0
4055665,IDvX4m2P6,16-01-2017 15:31,16,15,8712901,76507,97863,36994522,6,3,1,0
11610788,ID9nEX2Hh,16-01-2017 11:15,16,11,7656123,318065,62949,81968512,2,1,1,0
9883834,IDMNimPOZ,18-01-2017 11:17,18,11,,504310,50088,57977218,3,3,1,0
11884999,IDrij8HQO,17-01-2017 16:01,17,16,2712674,615606,14345,555603,2,2,4,0
10795981,ID84ZUtMF,15-01-2017 15:39,15,15,2383290,195432,10345,26461535,3,3,1,0
5356825,IDP3HlJwy,11-01-2017 17:41,11,17,9033489,539339,49810,54526992,2,2,4,0
7651393,IDn27LeDn,15-01-2017 17:45,15,17,682420,58769,17714,74363610,6,3,1,0
8381922,IDnJWvb3O,12-01-2017 09:32,12,9,5875528,999325,42227,18243870,2,3,3,0
9602898,IDi463NjF,11-01-2017 11:08,11,11,9339574,860675,95113,26461535,1,2,4,0
957166,ID5tihzsk,10-01-2017 10:03,10,10,6784354,671587,5602,72451969,1,3,3,0
2682576,IDOqMGdX0,14-01-2017 10:31,14,10,3339178,3911,26162,555603,2,2,3,0
4956329,IDcuk3arX,10-01-2017 08:10,10,8,7075511,414565,93286,25113706,2,3,1,0
7104710,IDWXleVBt,20-01-2017 15:40,20,15,3951761,661841,92704,95441506,1,3,1,0
6317734,ID4wyvQQP,11-01-2017 11:25,11,11,8956254,777753,42227,1189152,2,1,3,0
4521927,IDdkt4S64,19-01-2017 16:40,19,16,4757213,698157,6906,99510044,1,7,3,0
9056941,IDJAkqUM6,17-01-2017 10:32,17,10,,890297,6906,71165566,1,1,1,0
2682141,IDLgPFz1Y,12-01-2017 13:42,12,13,9907065,90519,80554,29916445,1,2,4,0
11199693,IDIg9y9HY,11-01-2017 11:22,11,11,4986000,511350,11837,30860214,1,3,1,0
5203834,IDH3BRPZN,11-01-2017 15:37,11,15,5203586,628206,904,29916445,6,3,1,0
10111497,IDu4FChkc,10-01-2017 17:34,10,17,7658434,214823,33949,48644561,2,3,3,0
9752016,IDG15wl9U,19-01-2017 20:01,19,20,2050304,994701,6906,99510044,3,4,2,1
9911131,ID2hBEQQb,14-01-2017 12:48,14,12,7444049,9151,64452,23704379,2,3,1,0
12108345,ID1iIiJIo,12-01-2017 14:27,12,14,4347518,7029,62809,29916445,1,5,1,0
8707749,IDUELolBO,17-01-2017 07:39,17,7,5866913,582269,25491,74868704,1,3,1,0
5047294,IDQNQs4v2,17-01-2017 09:56,17,9,4566316,880203,46450,47079934,1,2,3,0
10054245,IDeaE8e6g,11-01-2017 19:03,11,19,5035823,109612,40339,43452411,2,4,2,0
11127800,IDyTNy2DM,10-01-2017 18:44,10,18,,56049,80554,57977218,1,1,3,0
5922291,IDaezgmAr,17-01-2017 16:59,17,16,9287895,20075,15912,7864011,5,2,3,0
780259,IDDePM9eG,15-01-2017 14:48,15,14,,94026,5602,60774669,2,2,4,0
907911,IDbKQoDvV,11-01-2017 14:26,11,14,,119644,904,74363610,1,3,2,0
11064414,IDCH8mCJt,15-01-2017 10:00,15,10,9950633,135617,97863,36994522,2,2,4,0
6844554,IDyQQdtQ9,12-01-2017 12:14,12,12,2216308,632230,14822,20301556,2,3,2,0
3748991,IDHHGAhyc,13-01-2017 16:28,13,16,5825487,434033,73248,43770446,2,3,3,0
5562695,IDn4ciehZ,17-01-2017 16:04,17,16,,953792,40339,55358028,2,2,4,0
3073892,IDlq8gxns,10-01-2017 14:46,10,14,2171652,713432,42227,30860214,6,2,4,0
4305785,IDLsKUjZv,20-01-2017 11:25,20,11,7119464,757666,11837,54526992,2,3,1,0
10609637,IDfXNQrSh,10-01-2017 08:34,10,8,4800985,663165,97852,48454212,1,3,3,0
893220,IDeHDrE5N,14-01-2017 16:41,14,16,5249729,823397,82877,48615529,1,7,2,0
9220661,IDKZtOIcb,13-01-2017 11:00,13,11,5084326,204215,42227,43770446,1,1,3,0
2843193,IDKt56arD,18-01-2017 11:27,18,11,8482545,951882,59164,26391770,6,1,1,0
4743844,IDKxgSn6E,18-01-2017 11:11,18,11,7119464,591455,68947,7864011,6,1,1,0
2944259,IDxexiJCf,10-01-2017 09:44,10,9,9874217,83113,45287,74363610,3,4,2,1
6422514,IDK3y7jBH,18-01-2017 17:45,18,17,7268210,903065,15912,87903766,2,2,4,0
1524774,ID8hkbCWW,10-01-2017 18:12,10,18,8200172,712550,45620,31388981,3,1,1,0
8054373,IDSmrVwUA,18-01-2017 13:57,18,13,4319128,163719,17714,16340250,3,3,1,0
7594325,IDzBKlMnt,13-01-2017 08:14,13,8,8782879,855906,45620,31388981,5,3,1,0
4545223,IDIvnQw7M,14-01-2017 13:55,14,13,7930294,832608,95113,15961717,2,2,4,0
1714093,IDU4gE2Fd,12-01-2017 18:27,12,18,357438,622848,904,94350426,1,3,1,0
10272553,IDI95FI5a,10-01-2017 16:22,10,16,1210378,478179,68947,30860214,2,2,4,0
3454550,IDNtmZAwX,13-01-2017 09:53,13,9,1148746,950174,904,74363610,1,7,3,0
9851509,ID2bwcvXB,10-01-2017 12:53,10,12,6532319,69241,48498,55358028,4,3,3,0
1759131,IDpJjNnNU,15-01-2017 09:51,15,9,118000,336233,1678,52437512,6,2,3,0
5784208,ID92Yt39p,16-01-2017 14:34,16,14,1696025,399738,82396,50518283,1,3,1,0
4572247,IDnn91H40,17-01-2017 17:43,17,17,,63397,83717,29916445,2,7,4,0
8448685,ID3dvGMmk,11-01-2017 19:10,11,19,,361533,37718,26461535,2,2,4,0
2857066,IDKIex1jM,20-01-2017 11:52,20,11,5603183,643091,80800,27723861,2,3,2,0
8080274,IDD6tDMLt,13-01-2017 10:11,13,10,4234375,481618,3643,15961717,6,7,1,0
10105309,IDYPbEMuZ,11-01-2017 08:26,11,8,60369,660652,99178,74868704,2,5,3,0
7690455,IDR5WPAGT,18-01-2017 09:54,18,9,4371242,437446,5602,72451969,6,2,4,0
3468104,IDmiPfJIH,13-01-2017 07:06,13,7,6205309,375365,93286,46997962,2,1,1,0
366514,IDzN51aFd,19-01-2017 16:05,19,16,,667136,15124,99558603,2,2,4,0
4054849,ID6KO0DI5,13-01-2017 07:48,13,7,4850977,601015,6906,99510044,2,1,2,0
8687730,IDdDSIIbn,16-01-2017 07:02,16,7,4322240,32183,40339,43452411,1,1,3,0
11937491,ID9NPibyK,16-01-2017 15:37,16,15,4169337,34359,33287,2518327,4,2,4,0
10646104,IDSAFto9j,17-01-2017 15:51,17,15,749228,725625,33638,79906734,2,1,3,0
6733560,IDBpDZ6Y0,14-01-2017 14:32,14,14,,782033,95113,37236044,2,2,4,0
9111878,IDi8CJX54,18-01-2017 08:16,18,8,,369601,65251,57977218,2,3,3,0
3806161,IDGDxl9VY,12-01-2017 17:20,12,17,2293027,159399,42227,43179292,2,4,1,0
8291915,IDDTJhpjb,13-01-2017 11:31,13,11,1777594,783517,17714,74363610,5,3,1,0
113801,IDJgvzatb,15-01-2017 10:36,15,10,7831346,774170,31158,22435216,2,2,4,0
1031171,IDKAXGa9w,17-01-2017 12:46,17,12,1163682,461134,61208,91553313,2,4,1,0
10931858,IDhRE6GQa,16-01-2017 06:12,16,6,3298470,704218,73248,57977218,2,2,4,0
10415327,IDufdtDAS,16-01-2017 15:38,16,15,2093319,550575,40339,43452411,1,3,2,0
