,ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
1128066,IDBbbVLqv,2017-01-11 10:43:31,5685716,834937,2053,91553313,b,Mozilla Firefox,Desktop,0
11885655,IDefARsma,2017-01-16 14:14:46,7408718,652855,42227,43179292,f,Mozilla Firefox,Desktop,0
10717442,IDjvH4dkg,2017-01-12 09:19:21,2995466,672036,84974,2050923,a,Mozilla,Desktop,0
6447225,IDPYh1g0H,2017-01-14 15:58:22,3589369,123910,48498,93157824,a,Edge,Tablet,0
1607549,IDTFik1pB,2017-01-10 14:12:19,,581315,42227,50706198,f,,,0
7812999,IDkJtcSBB,2017-01-18 15:05:18,6906422,244995,66063,26391770,b,Chrome,Desktop,0
1307867,IDKELNrxY,2017-01-13 13:06:58,6014120,217047,40339,37135965,b,Firefox,Mobile,0
4984394,IDSpMf91f,2017-01-17 11:08:24,949185,513039,41706,47811578,d,Firefox,Mobile,0
2067472,ID5MNWEwa,2017-01-11 14:26:30,7838124,126157,904,26391770,c,Google Chrome,Mobile,1
5165203,IDDyl6vsi,2017-01-12 11:37:28,3488704,109612,40339,43452411,b,Mozilla,Desktop,0
1860399,IDiClmYl3,2017-01-17 10:59:16,8946231,524116,81229,35819606,b,Firefox,Mobile,0
11307681,IDo0KLNtK,2017-01-15 11:50:34,1466152,162381,80554,61940782,a,Firefox,Mobile,0
7627627,IDEBluMjD,2017-01-19 08:23:23,5984118,54612,40339,49384126,b,Mozilla Firefox,Desktop,0
8937823,IDwpP81so,2017-01-14 04:49:58,8312508,424078,22023,48644561,d,Mozilla,,0
7126331,IDXR2MspL,2017-01-16 14:25:02,2648492,424738,23576,70184594,b,IE,Mobile,0
4647908,IDKwxIYvs,2017-01-20 17:20:20,9848520,523538,35368,74868704,a,Mozilla,,0
6961363,ID8peEKgf,2017-01-15 15:04:22,8332831,303617,6906,71165566,a,Firefox,Mobile,0
7791364,IDvvJsw02,2017-01-20 12:21:08,5719310,467783,34670,41475976,b,Edge,,0
11034469,IDJqDSkiW,2017-01-12 15:20:06,5417874,101934,45620,54630329,a,,Desktop,0
5436001,IDTBxiDuh,2017-01-11 17:00:10,9847567,833638,40339,37135965,f,Internet Explorer,Tablet,0
1559812,IDskEjuWe,2017-01-10 16:56:46,3032433,657287,6906,98830533,c,Firefox,,0
3974433,IDUMycGfh,2017-01-11 08:38:27,8016494,420326,71531,78406516,b,Firefox,,0
4792771,IDX5g1Iu7,2017-01-12 17:27:23,1833286,415614,17714,74363610,b,Mozilla Firefox,Desktop,0
9516247,IDG1Ap4Rk,2017-01-10 10:53:57,9848084,879158,33638,78406516,a,Edge,Tablet,0
5871252,IDEdVnDEU,2017-01-20 13:27:53,,543845,73248,17488931,b,Mozilla Firefox,Desktop,0
9085242,IDoZ0HCKz,2017-01-11 11:53:28,6625179,864375,6906,98830533,b,Internet Explorer,Tablet,0
3069349,IDQ172pae,2017-01-14 08:37:25,9092465,27121,80554,29916445,d,Edge,Tablet,0
1601318,IDGEvhURh,2017-01-13 03:44:30,2430498,848561,54343,3402198,b,,Tablet,0
5662984,ID88xbRqv,2017-01-14 02:33:21,767616,319378,42227,96277272,a,Internet Explorer,Tablet,0
782587,IDrOVjhnD,2017-01-19 07:58:00,9812394,987874,15124,99558603,d,Mozilla,Desktop,0
3258691,IDZaASemu,2017-01-11 19:24:09,9038840,780194,95113,65017662,a,Edge,Tablet,0
6324059,IDHQqKuZI,2017-01-20 11:14:10,1277688,48531,80554,47079934,c,Mozilla Firefox,Desktop,0
8696751,IDzeKUVMa,2017-01-14 16:06:08,4513383,847140,11837,56546102,b,Mozilla Firefox,Desktop,0
7492753,IDg4so79H,2017-01-13 15:06:40,2384163,996130,49810,58163546,b,Firefox,Mobile,0
9507585,IDGLmHyQm,2017-01-16 11:06:25,6080463,30980,84974,1185845,a,Mozilla,Desktop,0
2302342,IDRPca74Z,2017-01-20 13:40:59,7067848,132097,34670,87807327,b,Google Chrome,Mobile,0
9752236,IDxiXVhUd,2017-01-11 11:51:17,7206262,610835,12211,58163546,b,Edge,Tablet,0
7104227,ID6zTlbv2,2017-01-20 13:34:20,,540620,42227,96823930,a,IE,Mobile,0
7815265,IDw7a51TO,2017-01-11 14:01:21,6097743,541229,77767,99273711,a,Google Chrome,Mobile,0
2535709,ID8nrZBiM,2017-01-17 11:45:15,1080886,313644,48498,26929326,a,Firefox,Mobile,0
2584713,IDChMLM4z,2017-01-11 08:37:42,8896401,417396,46955,81826544,d,Google Chrome,Mobile,1
8732547,IDBW4ZyEd,2017-01-16 15:52:47,,592758,10345,82022442,b,Firefox,Mobile,0
7254150,IDGugYwhB,2017-01-17 14:51:55,588585,48909,23576,17990842,a,Edge,Tablet,0
1966428,IDqR3LLBi,2017-01-13 09:37:28,8066852,770732,42227,40441133,a,IE,Mobile,0
2796709,ID9IKr8BV,2017-01-20 13:15:21,8470631,800989,40339,8837581,a,Firefox,Mobile,0
858491,ID9lRYaFN,2017-01-16 15:03:56,7552243,119316,82877,67290861,b,Edge,Tablet,0
7960002,ID3i9ZzsO,2017-01-10 18:56:01,7860393,571673,12211,58163546,b,Firefox,Mobile,0
10436612,IDBDFNiVy,2017-01-17 17:42:17,2002456,815269,97852,66240359,b,Firefox,Mobile,0
2658604,IDHxEraJK,2017-01-17 11:38:36,3048096,399351,42227,21153737,b,Firefox,Mobile,0
2183821,IDqHk2uYs,2017-01-12 13:38:53,,816697,73248,57977218,b,Mozilla,Desktop,0
2899467,ID7y6fmz8,2017-01-13 05:43:17,7424455,103249,40339,43452411,b,Edge,Tablet,0
10390249,IDFuVeBtO,2017-01-12 14:45:20,7533072,521428,14345,67290861,e,Edge,Tablet,0
6422962,ID6s8RimE,2017-01-13 17:25:56,6185028,756684,6906,99510044,b,Mozilla Firefox,Desktop,0
453847,IDt8HYRgS,2017-01-16 17:23:52,7165020,924354,53956,53732582,a,Mozilla,Desktop,0
3081814,IDUBqSkMl,2017-01-10 14:37:01,8851772,635411,42227,18243870,f,Edge,Tablet,0
71128,IDxI4HWbf,2017-01-12 15:35:23,9020397,569900,23576,17990842,b,Google Chrome,Mobile,0
5697426,IDU74LtqN,2017-01-20 12:42:17,984981,782852,9764,18243870,b,Edge,Tablet,0
8767369,ID2op3w30,2017-01-13 19:26:45,4514801,64449,904,26391770,a,Firefox,Mobile,0
6584502,ID3XA3hGN,2017-01-14 16:01:47,5759069,318321,6906,99510044,d,Edge,Tablet,0
2758735,IDbvnMMw8,2017-01-10 14:36:22,8022638,974545,24888,81758577,e,Mozilla Firefox,,0
9712911,IDQgmjD3W,2017-01-12 10:29:49,2712865,522868,63392,37236044,b,Edge,Tablet,0
9310991,ID3ZGDYvg,2017-01-10 17:32:47,,281385,97863,67290861,b,Edge,Tablet,0
813843,IDR2xojok,2017-01-11 19:04:17,9303527,53411,13412,77318092,b,Edge,Tablet,0
11400804,IDm3gtKLX,2017-01-12 18:38:58,7779623,193880,26162,56464503,b,Mozilla Firefox,Desktop,0
414975,IDOlEoPGP,2017-01-18 12:50:17,6927679,842513,80319,37236044,c,Firefox,Mobile,0
9279777,IDB3W077Q,2017-01-11 04:19:11,6606740,406978,904,58604466,b,Google Chrome,Mobile,0
3374505,IDjmzJYyB,2017-01-17 02:00:56,6509164,332242,40339,43452411,b,Firefox,,0
6636168,IDRS9AAeR,2017-01-16 15:59:41,8217671,895325,6906,99510044,d,Firefox,Mobile,0
9019681,IDuemsvsM,2017-01-17 11:44:37,4407286,446192,80524,3151081,b,,Mobile,0
7251257,IDyWpLt22,2017-01-10 18:43:54,,584996,80554,57977218,a,Edge,Tablet,0
9429595,IDaA9Y4uk,2017-01-14 13:41:38,7457785,957720,74580,20301556,b,Mozilla Firefox,Desktop,0
3477989,IDYxCm1Kb,2017-01-15 16:39:38,2528489,568475,6906,99510044,f,Mozilla,Desktop,0
4809932,ID4vdoOjG,2017-01-13 11:41:41,6893769,677296,20665,26391770,b,Firefox,Mobile,0
9493041,IDrV04mm6,2017-01-19 15:25:52,1057133,726166,40339,43452411,b,Mozilla Firefox,Desktop,0
7372781,IDZ2H5KHZ,2017-01-13 09:39:33,,805777,9764,50595884,f,Google Chrome,Mobile,0
5085296,IDsiydnbi,2017-01-10 13:38:44,7666651,535214,97863,87807327,a,InternetExplorer,Desktop,0
6705424,IDs72eFfj,2017-01-15 12:22:23,3556432,446155,904,58604466,a,Firefox,Mobile,0
3883088,IDsaf0i0o,2017-01-20 16:34:41,1222670,391615,95113,65017662,b,Opera,Mobile,0
1586062,IDVtWvb16,2017-01-15 08:31:39,814501,236597,73248,63767331,e,Mozilla,Desktop,0
10240036,IDUqb3Emm,2017-01-15 13:52:30,,972264,904,58604466,b,Mozilla,Desktop,0
3524449,IDpA99wTY,2017-01-14 13:01:39,8657842,13,26849,51368560,d,Chrome,Desktop,0
3499712,ID9IiLAuB,2017-01-15 07:48:22,1452217,549034,10345,64511164,b,Edge,Tablet,0
8608694,IDrHDd0iq,2017-01-19 16:27:17,8010239,32183,40339,43452411,b,Firefox,Mobile,0
5398330,IDIX5TZtV,2017-01-11 19:46:27,7836040,884590,53835,29916445,e,Edge,Tablet,0
5454481,IDxmp5ZxS,2017-01-15 10:35:43,,949151,98552,17990842,b,,Desktop,0
2653959,IDtjjQXNj,2017-01-14 12:34:33,6510239,902213,6906,99510044,b,Firefox,Mobile,0
2574863,IDGmnCOEX,2017-01-10 18:08:22,6751500,592358,47327,92640312,b,Firefox,Mobile,0
127983,ID2G0QSlt,2017-01-17 13:14:39,5009975,831145,76239,17990842,a,Edge,Tablet,0
201859,ID259YFVA,2017-01-16 13:45:20,6922109,108895,64452,77068781,a,Mozilla Firefox,,0
1289702,IDZai7kqo,2017-01-19 10:01:52,4790205,810875,70409,37229898,a,Google Chrome,Mobile,0
9750998,IDD4xZKVK,2017-01-11 17:50:22,6331871,226246,56027,31388981,a,Edge,Tablet,0
2228101,IDkqIpVBn,2017-01-16 17:59:33,1647812,68021,82877,41475976,a,InternetExplorer,Desktop,1
2757479,IDKdjBJHU,2017-01-14 11:31:22,9308773,265570,82877,38492160,c,Firefox,Mobile,0
3443974,IDzYKrJlx,2017-01-17 14:27:02,4710044,573905,80319,91553313,f,Firefox,Mobile,0
5701967,IDrDnxlHj,2017-01-14 15:09:28,9401493,681229,66438,74363610,b,Mozilla Firefox,,0
4481180,IDVt2uTHb,2017-01-12 15:30:02,598429,925746,68847,95302954,a,Edge,Tablet,0
12027728,ID0mJVo52,2017-01-11 08:24:01,8140602,749877,17714,2050923,a,Mozilla Firefox,Desktop,0
5373205,IDHmQNfQZ,2017-01-10 18:30:08,4382314,482357,6906,98830533,b,Firefox,Mobile,0
6891539,IDqmXvUfb,2017-01-14 15:05:30,2303397,609803,34670,57977218,a,Edge,Tablet,0
9289312,IDEVLag2b,2017-01-10 16:40:25,5113241,965311,99178,6171136,b,Edge,Tablet,0
2315769,IDFSlPv6g,2017-01-19 16:21:37,8245876,301181,1678,63767331,a,Firefox,,0
6798285,IDxg3xWcU,2017-01-17 16:26:25,8237013,984763,82877,38492160,e,Edge,Tablet,0
6808947,ID7ABgMKu,2017-01-12 12:50:12,8054871,103846,53956,9434818,b,Firefox,Mobile,0
8788766,IDXe0ZDjh,2017-01-20 16:42:31,941863,288273,92902,31261303,d,Edge,Tablet,1
55167,IDGL0pdQe,2017-01-15 15:02:46,1199396,850380,8414,74868704,e,Edge,,0
6653154,IDFKe9CYe,2017-01-11 12:21:41,4984805,243325,13255,4519772,b,Firefox,Mobile,0
4350679,IDQiOMxrt,2017-01-12 10:37:37,9057226,566497,904,20301556,b,Firefox,Mobile,0
10450191,ID9P7mc2c,2017-01-16 14:22:02,5701627,919328,81229,81758577,c,Firefox,Mobile,0
3263529,ID2Zf150N,2017-01-12 14:03:38,7598487,949333,35368,29624796,a,Firefox,Mobile,0
5148140,IDhm6VKhG,2017-01-16 13:29:12,8236564,109555,80800,27723861,d,InternetExplorer,Desktop,0
6123416,IDI9crdre,2017-01-13 11:11:10,9751810,535445,48498,81968512,c,Edge,Tablet,0
6454256,IDiUui3Jb,2017-01-17 13:01:35,4407286,877004,34670,46997962,a,,Tablet,0
8719942,IDb2yiMNv,2017-01-16 06:45:04,8803671,1344,14960,47079934,a,Edge,Tablet,0
2269336,IDolNmm1i,2017-01-14 07:25:41,726385,913026,68947,30860214,a,Mozilla Firefox,Desktop,0
9831425,IDCWraGpi,2017-01-13 15:27:09,,998860,68947,54526992,b,Mozilla Firefox,Desktop,0
1954615,IDbjYa7fX,2017-01-14 12:28:01,,961530,97103,9389473,b,Google Chrome,Mobile,0
9279751,IDXWT1i07,2017-01-18 09:21:09,1507811,675903,15912,63767331,a,Firefox,Mobile,0
10919111,ID0leuv7O,2017-01-14 13:36:07,1706645,752969,45287,74363610,e,Firefox,Mobile,0
1657896,IDovtSHw2,2017-01-11 13:18:35,2118697,17726,25015,29916445,d,Mozilla,Desktop,0
10209186,ID6CzD4PY,2017-01-14 10:41:59,8314723,126960,7126,12817537,b,Edge,Tablet,0
6574667,IDJ38P5rl,2017-01-16 10:14:55,,78411,70409,51368560,c,InternetExplorer,Desktop,1
7090594,IDkn3ca7q,2017-01-14 15:25:59,9865692,440049,54343,71193712,d,Mozilla Firefox,Desktop,0
11726456,ID5LZWHtD,2017-01-11 12:36:36,2505245,915997,54125,555603,a,Firefox,Mobile,0
2058433,IDgx4Xee3,2017-01-17 16:49:14,4768457,813267,21407,59584425,b,Firefox,,0
5735412,IDo0R5iOs,2017-01-11 17:46:09,2174195,621468,82877,86048641,f,Firefox,,0
4648900,IDN3ClxbJ,2017-01-13 07:20:37,9478667,880198,82396,64615852,b,,Mobile,0
5748695,IDCCCD8jN,2017-01-17 14:41:15,2541259,828187,26966,83909736,e,Firefox,Mobile,0
2557477,IDuARhFjz,2017-01-10 09:39:27,7131337,474329,43285,70239921,a,Firefox,Mobile,0
845250,IDiitW4zL,2017-01-11 16:30:11,599845,900910,93188,91553313,d,Mozilla,Desktop,0
5925077,IDUUxtXlI,2017-01-17 14:31:52,5192855,688451,54916,62201833,b,Mozilla Firefox,,0
1141392,ID4Rbt7pr,2017-01-14 12:35:52,1117365,542616,904,74363610,c,Edge,Tablet,0
6550453,IDKmVFXpr,2017-01-13 16:16:37,,256933,82396,17990842,b,Firefox,Mobile,0
5691318,IDcCG6cry,2017-01-19 06:24:01,1556711,392512,71441,7122654,b,Edge,Tablet,0
6754531,IDzj3eHHk,2017-01-11 12:53:41,4103932,40556,42227,15961717,b,,Mobile,0
5809207,IDy6i7zn7,2017-01-14 13:31:36,5941697,930650,8467,30860214,b,Firefox,Mobile,0
11472947,IDbCNAOQM,2017-01-10 18:17:12,3223872,553744,10345,17777318,a,Firefox,Mobile,0
1313648,IDAfX3oeQ,2017-01-11 12:08:29,9641964,430709,99178,6171136,e,Chrome,Desktop,0
11262993,IDNeDZuxL,2017-01-13 16:04:28,2814015,630130,93286,87807327,e,Edge,Tablet,0
868273,IDLlOAU5c,2017-01-17 12:01:15,1552041,687441,12211,84522677,a,Firefox,Mobile,0
602591,IDLLPSm8i,2017-01-18 04:20:35,2867489,227067,67817,99595716,e,Mozilla,Desktop,0
9883061,IDxOhi1gY,2017-01-17 13:23:12,1880782,886263,80554,26391770,c,Chrome,,0
766694,IDaFa5hJh,2017-01-20 15:54:36,7062561,145892,30580,67147700,b,Firefox,Mobile,0
2795837,IDld1axrG,2017-01-20 09:26:42,1319949,570760,10345,17777318,b,Mozilla,Desktop,0
8332770,IDqjuH6mi,2017-01-20 07:47:47,3873452,908900,904,72297026,b,Firefox,Mobile,0
883308,IDDRg1xoc,2017-01-17 12:00:16,3270397,842809,95113,65017662,e,Firefox,Mobile,0
10707463,IDGeGHnBT,2017-01-14 03:40:54,4025649,551239,95113,92640312,b,InternetExplorer,Desktop,0
1660640,ID0dtGmiI,2017-01-11 17:17:01,6857087,660267,36768,555603,b,Firefox,Mobile,0
4096638,IDchGr19J,2017-01-17 09:55:44,8822480,108001,835,22435216,c,Firefox,Mobile,0
7644615,IDSpneSo1,2017-01-13 15:50:07,9638468,792198,30580,67147700,c,InternetExplorer,Desktop,1
10662180,IDPtqtXkn,2017-01-18 17:50:31,7893702,949579,48498,93157824,a,Mozilla,Desktop,0
6043832,IDxSfaAFN,2017-01-14 15:43:43,4653829,156320,40339,49384126,a,,Tablet,0
461638,IDW2goVno,2017-01-17 17:10:31,,43793,80692,555603,b,Mozilla Firefox,Desktop,0
1514008,ID5KFOER5,2017-01-11 11:55:06,1218130,539055,33949,48644561,c,Firefox,Mobile,0
1355083,ID86kIpWj,2017-01-11 16:07:52,3540364,660285,40339,49384126,b,Firefox,Mobile,0
7054764,IDcecLL8P,2017-01-11 19:23:37,8137613,657785,97103,48935934,b,Firefox,Mobile,0
8505648,IDQr6y576,2017-01-13 11:21:15,941783,388799,12211,58163546,f,Edge,Tablet,0
7536641,ID6FIeLgZ,2017-01-11 08:32:07,6476993,545789,2053,91553313,a,Opera,Mobile,0
5184199,IDIePIGYj,2017-01-12 09:49:59,3849426,667204,34670,7122654,a,Firefox,,0
2101064,IDTKNh6in,2017-01-15 15:23:19,,848441,904,72297026,b,Mozilla,,0
2082776,IDdpdPoDw,2017-01-20 12:55:49,7746881,852126,54125,48615529,b,Edge,,0
10980197,IDL3tGiA2,2017-01-14 12:29:49,6070467,852592,45620,31388981,e,Google Chrome,Mobile,0
7207767,ID3ZTzeRL,2017-01-13 08:27:23,3068597,455076,48498,37135965,b,Edge,,0
12022197,ID3f6RdXU,2017-01-18 15:58:35,4621540,174550,17714,61682792,a,Firefox,Mobile,0
8919043,IDflWp9Nz,2017-01-18 03:56:52,2867489,223033,97852,7122654,a,Firefox,Mobile,0
584905,IDni5Eof3,2017-01-13 15:05:37,,260606,42227,77046603,d,Internet Explorer,Tablet,1
170454,IDuF4F4Bv,2017-01-11 14:05:07,9139288,386801,5602,48425572,e,Firefox,Mobile,0
4472601,IDe9pS0Yl,2017-01-20 16:51:49,1103631,219710,35368,57977218,b,Chrome,Desktop,0
9117139,IDcxg55zZ,2017-01-10 10:39:14,8542401,334669,80692,47079934,f,Firefox,Mobile,1
2444926,IDf1D8lRk,2017-01-14 16:59:50,,992769,15124,99558603,a,Firefox,Mobile,0
8464810,IDGQ838gY,2017-01-15 12:41:19,9326070,13474,3643,15961717,b,Edge,,0
12001767,IDZ4q64KF,2017-01-16 16:12:48,8010239,818985,15124,99558603,b,Firefox,Mobile,0
4614275,ID4pRCqS6,2017-01-14 02:29:29,2979813,49693,82877,555603,b,Firefox,Mobile,0
1461892,IDaGJrap0,2017-01-14 09:45:09,3006929,2732,45620,31388981,b,Edge,Tablet,0
7119009,IDlcg9TV8,2017-01-15 09:27:19,1186872,558132,17714,74868704,b,Firefox,Mobile,0
7609041,ID6FX0E4V,2017-01-10 02:42:27,4001163,255497,97863,56008048,b,Firefox,Mobile,0
3490737,IDu5qaWMp,2017-01-18 16:03:52,4663142,313709,42227,7864011,b,Google Chrome,Mobile,0
2555540,IDntqffng,2017-01-15 11:08:58,2107515,315695,48498,55358028,b,InternetExplorer,,0
2082510,IDAxerc03,2017-01-11 13:44:15,423680,800965,10345,33683592,b,Edge,Tablet,0
6325096,IDiTkLiBS,2017-01-19 17:47:05,593962,842492,93286,41475976,a,Firefox,Mobile,0
9961742,IDqzIOfX7,2017-01-13 15:11:56,1124620,687258,40339,7122654,f,Firefox,Mobile,0
762482,IDACclBaD,2017-01-15 15:45:39,4407286,382998,35046,31388981,b,Edge,Tablet,0
381845,IDPEbN3mZ,2017-01-16 09:32:45,5276329,565347,81229,43770446,b,Edge,Tablet,0
10405268,IDlL5WCSR,2017-01-15 04:12:39,2783033,550575,40339,43452411,f,Firefox,,0
5997552,IDsUyBKw6,2017-01-14 16:01:54,9684294,625358,41640,29916445,e,Firefox,Mobile,0
7317202,IDk51u6r1,2017-01-14 15:16:41,,897889,97863,7122654,d,Mozilla Firefox,Desktop,0
6487499,IDPclOFrX,2017-01-20 12:12:22,5168865,907866,79456,91553313,b,Edge,Tablet,0
7937039,IDW9evqAT,2017-01-11 11:29:09,8407860,151953,48498,93157824,a,Mozilla Firefox,Desktop,0
7742804,ID8dDf855,2017-01-14 11:33:18,4526769,491282,20322,30860214,a,Firefox,,0
538577,IDHU24kOO,2017-01-18 09:26:38,5362770,756137,34670,87807327,b,Mozilla,Desktop,0
3033273,IDOIQ3KEd,2017-01-20 16:54:33,9743652,370821,33949,48644561,b,,Mobile,0
12131320,IDzSyq9xy,2017-01-14 07:21:32,,267375,71441,7122654,a,Firefox,Mobile,0
3596699,IDt8o0hZx,2017-01-14 15:52:30,2146571,931628,17118,17488931,b,Safari,Tablet,0
11650132,IDGAdJt2v,2017-01-12 16:12:47,5331887,61390,15912,35888759,a,Mozilla Firefox,Desktop,0
9952817,IDf9qmlgu,2017-01-10 17:10:30,9828503,510652,82877,38492160,e,Edge,Tablet,0
12016342,ID9qAUpHu,2017-01-20 17:02:13,,700276,40339,25497095,b,Edge,Tablet,0
6825119,IDPb7EGf1,2017-01-12 16:37:51,6783188,765570,6906,98830533,b,Edge,Tablet,0
1641389,IDD78Z5K6,2017-01-12 12:27:34,8658757,848438,11837,90276693,b,,Tablet,0
1406366,IDGHQCS60,2017-01-13 11:05:17,8896401,224194,63435,26391770,b,InternetExplorer,Desktop,0
9033774,IDlyldSqW,2017-01-16 07:59:54,7483802,293923,37815,74363610,b,Mozilla,Desktop,0
6775229,IDb9OSfqB,2017-01-11 13:11:18,2593897,418958,2053,36082259,b,Edge,,0
1126360,IDjiQnzPR,2017-01-12 11:16:24,1736977,418655,17714,26391770,f,Chrome,Desktop,0
3935716,IDmLKrGjI,2017-01-18 10:01:16,8005726,611113,904,26391770,e,Google Chrome,Mobile,0
6768349,ID3MeFrU4,2017-01-14 15:57:26,5679027,773467,11837,8837581,d,Edge,Tablet,0
8462737,IDZDfxoM8,2017-01-10 15:46:28,,236433,6906,98830533,f,Edge,Tablet,0
37368,IDvxAoVpE,2017-01-18 15:09:04,,27178,73248,50706198,f,Edge,Tablet,0
2110534,ID0MmeZ2p,2017-01-17 21:31:54,854410,565862,83091,29352781,d,Safari,,1
2042184,IDrNnB7Oe,2017-01-12 18:29:47,4372398,21087,23576,70184594,f,InternetExplorer,Desktop,0
1452260,IDRTMwIif,2017-01-17 08:11:12,7211102,367171,50088,7864011,b,IE,Mobile,0
9345542,IDWvOuCfi,2017-01-16 15:38:40,1512961,361874,92902,79906734,a,Edge,,0
8104572,IDMooptCE,2017-01-18 15:52:12,1466152,854327,9764,13742268,b,,,0
11431611,IDUQCEGwL,2017-01-12 18:12:12,596479,827406,95113,65017662,b,Edge,Tablet,0
1523906,IDP5JXG5k,2017-01-11 10:54:36,2293027,13413,1678,52437512,a,Edge,Tablet,0
11577815,IDKgy8vey,2017-01-12 13:30:24,3542332,770806,12211,65947161,a,Google Chrome,Mobile,0
1878623,IDpy3l78z,2017-01-12 08:54:51,,885212,14345,555603,e,Firefox,Mobile,0
12045310,IDkjr3v8x,2017-01-16 17:00:33,1233532,719377,1678,78674864,f,Edge,Tablet,0
7285502,ID61ynUCj,2017-01-19 09:23:16,7880678,744813,70724,79906734,b,Firefox,,0
1333403,IDOl5ER2s,2017-01-13 09:54:17,9948104,322199,42227,43179292,b,Edge,Tablet,0
11008018,ID8OR1Eci,2017-01-14 16:56:48,7483326,402641,17714,74363610,b,Firefox,Mobile,0
1469303,IDE2Dx2XQ,2017-01-11 18:22:31,4240766,134681,42227,48913006,b,Mozilla,,0
2053990,IDtLrnMKi,2017-01-20 09:23:59,1878248,25930,54916,87903766,a,Edge,Tablet,0
8583141,IDB3uYpko,2017-01-14 13:56:06,655697,194914,68947,44110614,b,Mozilla,,0
12013646,IDojPFhzc,2017-01-13 15:11:55,8723263,750709,20322,54526992,b,Mozilla,Desktop,0
6283894,IDlChvHPN,2017-01-20 13:06:05,5541083,570384,71531,79906734,b,,Desktop,0
2926557,IDc6JbLKe,2017-01-10 18:30:40,2073465,976040,42227,70821774,b,Internet Explorer,,0
9045696,IDpkYS9by,2017-01-11 10:48:43,7627269,50153,17118,7122654,c,Firefox,Mobile,0
9871972,IDTe0Vz08,2017-01-17 10:21:49,,993751,17714,29916445,b,Firefox,Mobile,0
184220,ID9Y6A4hA,2017-01-18 14:58:30,6365542,574106,26162,68150360,a,Chrome,Desktop,0
12108877,IDlStPHD7,2017-01-16 02:22:59,9109180,717431,71441,7122654,d,InternetExplorer,,1
7438702,IDakNC3IH,2017-01-19 08:34:19,8006930,503640,50088,57977218,d,Firefox,Mobile,0
11090522,IDK2Tmlfq,2017-01-11 13:35:40,9378593,752669,5602,60774669,b,IE,,0
11961412,IDPJnMTyG,2017-01-16 11:59:17,,669518,93286,27723861,b,Opera,Mobile,0
9116095,IDPgvoEkq,2017-01-13 15:57:42,7779592,636739,14960,46997962,e,Firefox,Mobile,0
5992367,IDlmG6yqH,2017-01-20 08:29:19,6649228,305317,33638,26391770,a,Mozilla Firefox,Desktop,0
8050871,ID00GTD7Z,2017-01-19 15:03:24,8026167,60136,48498,7864011,f,,Desktop,0
49546,IDRzBIxAs,2017-01-14 13:13:37,1460006,211661,17714,74363610,c,InternetExplorer,Desktop,0
5440893,IDZHzXcDX,2017-01-20 12:04:39,3186435,807229,26962,57977218,a,Mozilla,Desktop,0
4641617,ID1KZvwli,2017-01-11 19:35:47,4842494,109069,904,94350426,a,Firefox,Mobile,0
913668,IDF7wjJGK,2017-01-18 08:25:19,3474751,322452,12211,37135965,b,Firefox,Mobile,0
5381798,IDrmQvp0I,2017-01-16 16:05:49,3133171,778870,82396,99595716,b,Firefox,Mobile,0
11914418,IDiqJy9y2,2017-01-12 17:02:09,7484839,634125,36610,92771167,a,Edge,Tablet,0
6605633,ID0fqYPYn,2017-01-13 15:20:35,9260837,795475,5602,72451969,b,Firefox,Mobile,0
10757209,ID43D8NIH,2017-01-13 12:36:35,8344253,478702,17714,74363610,e,Firefox,Mobile,0
3958471,IDAxih5IR,2017-01-17 10:20:26,6974280,164694,46450,99558603,a,Edge,Tablet,0
12074929,IDkLj9KrB,2017-01-20 11:22:52,2327952,982640,10345,17777318,f,Edge,Tablet,0
10163411,ID2nLFwGF,2017-01-11 03:36:22,1380224,419864,42227,43770446,c,Edge,Tablet,0
5298912,IDySHFacg,2017-01-20 09:18:51,9619962,276702,26966,49554217,a,Firefox,Mobile,0
1449106,ID1euONDW,2017-01-16 13:57:27,2139985,270313,93146,41657856,b,InternetExplorer,Desktop,1
4027937,ID05aBsQj,2017-01-18 13:55:23,5885345,290089,84987,37135965,e,Edge,Tablet,0
1430021,IDm7Tf6Ba,2017-01-13 11:48:57,6322133,774740,41706,4000296,b,Firefox,Mobile,0
7432885,ID5Q647dY,2017-01-10 12:10:43,4355352,412900,80524,95185333,b,Edge,Tablet,0
1640705,IDbzaHOEa,2017-01-13 14:45:48,3032554,326350,97863,17990842,b,Firefox,Mobile,0
9362298,IDBfgowug,2017-01-19 13:42:49,7104399,563362,54125,555603,d,Firefox,,0
123510,IDNVdoW28,2017-01-16 03:36:22,7260139,10004,61982,99684291,e,Mozilla Firefox,Desktop,0
4614843,IDEU9lQPT,2017-01-18 13:24:52,7609369,343223,904,58604466,c,Mozilla Firefox,Desktop,0
11605440,IDRjogky9,2017-01-19 17:04:36,6014120,662168,17804,26391770,a,Firefox,Mobile,0
7585087,IDF042qN5,2017-01-14 10:44:28,8373735,239616,87895,61940782,e,Firefox,Mobile,0
8591186,IDi8pQjPb,2017-01-14 13:18:22,197088,841374,30580,67147700,c,Edge,Tablet,0
1370744,IDkqeiUP0,2017-01-11 05:45:28,3800833,78681,48498,93157824,c,,Desktop,1
