,ID,datetime,Day,Time,siteid,offerid,category,merchant,countrycode,browserid,devid,click
9212955,IDsTq5C6K,2017-01-12 18:48:03,12,18,6022994,930914,42227,22339104,3,4,2,1
1815610,IDpHc2g7m,2017-01-14 13:54:25,14,13,51915,377529,54343,30349169,2,3,1,0
9699535,ID1U5urJ4,2017-01-10 13:03:33,10,13,5423903,750387,7126,28452818,2,2,4,0
5964333,IDcrxOl0G,2017-01-20 11:53:08,20,11,4567463,791416,8675,81758577,5,2,4,0
11432419,IDol7Zu7d,2017-01-15 14:12:09,15,14,,74563,73248,13742268,6,2,4,0
10030992,ID1elaYLH,2017-01-13 12:17:24,13,12,1807051,262013,80319,91553313,2,1,1,0
5503848,IDXGqvU0b,2017-01-14 10:21:49,14,10,8786669,95713,92704,95441506,2,2,4,0
5415864,IDeHF5uZs,2017-01-12 16:21:55,12,16,9732114,961056,42227,1436904,1,2,3,0
5961106,IDeXPHQBq,2017-01-12 12:04:47,12,12,1781713,471807,44388,20301556,5,3,1,0
5149851,IDcSNfm9R,2017-01-19 14:05:41,19,14,6358175,910359,48498,30860214,1,3,2,0
6661014,IDdS4prIO,2017-01-15 10:57:19,15,10,5500647,79262,6906,99510044,2,3,2,0
265408,IDPGDRy33,2017-01-19 09:33:46,19,9,4370788,757456,63392,86335378,2,7,1,0
10702888,IDm4xKNN5,2017-01-18 14:00:52,18,14,5513539,845397,89522,76532649,2,3,1,0
9708138,IDMCsjtqr,2017-01-18 08:25:23,18,8,3992510,484757,89522,27578501,3,1,1,0
8863512,IDUaXafkq,2017-01-17 12:01:47,17,12,3270397,152415,9764,76797301,5,3,3,0
547661,IDZ9gwZuG,2017-01-14 08:55:25,14,8,6186956,968429,34670,46997962,3,2,4,0
1486299,IDgxPaUSL,2017-01-16 16:46:39,16,16,4209073,844714,41706,4000296,1,2,4,0
4079899,IDTBwrGXi,2017-01-13 12:38:45,13,12,6383253,345759,11837,90276693,6,7,3,0
1444847,IDQczGDbP,2017-01-16 14:16:44,16,14,8291855,603871,904,58604466,3,3,1,0
9031003,ID06H3a0V,2017-01-12 08:08:10,12,8,2673391,144650,48498,30860214,5,3,1,0
5178038,ID05xt2vb,2017-01-11 13:19:30,11,13,6414707,509852,96313,555603,6,2,4,0
3120914,IDSNUmrxi,2017-01-15 02:16:03,15,2,7950607,845397,89522,76532649,1,7,4,0
2016375,IDJTqqT4D,2017-01-16 17:25:50,16,17,3174172,381641,42227,22419907,5,4,1,0
5734395,IDmhLujTt,2017-01-12 09:26:48,12,9,4205286,121453,82877,67290861,5,4,4,0
5952948,IDUpyXSFm,2017-01-10 15:04:08,10,15,7555651,108421,45620,31388981,6,4,2,0
6626601,IDUe93js4,2017-01-12 10:24:00,12,10,671211,732098,5602,60774669,1,3,3,0
3217496,IDpsJB4VN,2017-01-14 09:28:20,14,9,3326509,59911,21407,43770446,1,2,3,0
9946709,IDaftyIEl,2017-01-18 15:53:36,18,15,7023255,125509,6906,99510044,3,4,2,0
4462332,IDotkuJAA,2017-01-15 13:13:07,15,13,8758685,141498,82877,38492160,3,4,2,1
2862103,ID3gCoz8L,2017-01-16 16:51:27,16,16,3963904,14930,96973,85661351,4,3,2,0
10085335,IDQpTcHTd,2017-01-10 10:23:20,10,10,588029,976631,5602,48425572,2,4,2,0
667353,IDc0JF3go,2017-01-18 13:57:09,18,13,1437996,642097,904,94350426,2,3,2,0
6807192,IDtXfCO0t,2017-01-19 15:17:49,19,15,8874366,277827,42227,49384126,2,2,3,0
9016541,ID6EE7NN3,2017-01-19 17:25:30,19,17,8759011,524112,31365,22435216,2,3,2,0
2858643,IDUqnfCpt,2017-01-12 17:14:48,12,17,8657842,349801,6906,99510044,1,3,3,0
1036746,ID7c5UwPP,2017-01-15 13:41:44,15,13,2529872,830199,74802,56008048,3,2,4,0
1823911,IDVz7fYZg,2017-01-17 17:58:22,17,17,4025649,883466,40339,43452411,5,2,4,0
8387278,IDwRNjw5K,2017-01-11 16:06:04,11,16,5076441,876191,45620,31388981,1,2,4,0
11705803,IDZ10aq2x,2017-01-16 12:58:48,16,12,4609310,460280,6906,71165566,6,4,1,0
9005141,IDQ3mJA78,2017-01-18 14:35:30,18,14,9375372,364718,41706,47079934,3,4,2,1
1738464,IDVkKJLfN,2017-01-11 19:10:01,11,19,7607441,841218,33638,555603,2,3,1,0
4660674,IDmvht7lG,2017-01-16 16:11:26,16,16,4341467,940887,48498,55358028,2,3,1,0
11048614,ID6ETkPTo,2017-01-10 03:46:18,10,3,8959591,638898,42227,58163546,6,3,1,0
9995783,IDXWH4IqB,2017-01-18 13:04:12,18,13,679583,271884,80554,15322811,2,3,2,0
8362437,IDtrLILxr,2017-01-11 19:43:40,11,19,1397873,526380,64452,92640312,2,2,4,0
6889149,IDJD1ORWf,2017-01-17 08:55:30,17,8,,32183,40339,43452411,2,4,2,0
1677403,ID906RYzp,2017-01-14 16:06:17,14,16,4437743,1402,904,74363610,2,3,1,0
6929117,ID1fR4gsf,2017-01-11 19:01:20,11,19,8376453,608996,80554,57977218,5,3,1,0
8945019,IDyaS9Ji6,2017-01-20 11:36:45,20,11,5934978,211069,80524,38512091,2,1,1,0
4042682,IDNjlQknU,2017-01-11 10:21:46,11,10,6900195,545783,17714,74363610,1,5,1,0
4192491,IDWm3mrwp,2017-01-16 15:59:43,16,15,5217014,601076,48498,89663643,2,3,1,0
11168996,IDGJaZg1q,2017-01-20 13:15:55,20,13,3523564,811197,54336,57977218,1,3,1,0
506782,IDwHVJPUv,2017-01-10 11:25:14,10,11,7317291,248117,44388,2050923,5,3,3,0
10756289,IDvfU8w3T,2017-01-14 10:46:41,14,10,7218555,337198,10345,17777318,2,3,1,0
3760597,ID9f3BG4x,2017-01-12 14:48:03,12,14,141740,504680,84974,17488931,4,4,2,0
3728259,IDHztQaAy,2017-01-16 17:40:27,16,17,,764757,41706,4000296,1,3,2,0
11578831,IDPMrDaid,2017-01-11 18:57:44,11,18,6896094,44279,36768,555603,6,4,2,0
7071938,ID9EIo18a,2017-01-11 09:50:39,11,9,5915087,444243,15124,11945063,1,3,2,0
9813713,IDvtWn6xb,2017-01-12 11:43:22,12,11,6823713,521944,93188,57977218,2,7,3,0
6034341,ID8DnO4O9,2017-01-14 14:15:05,14,14,4831742,675639,42227,43526789,6,2,4,0
11511939,IDvaSKB8m,2017-01-13 17:32:00,13,17,4882623,525950,11837,49384126,1,4,4,0
14117,IDb1XlIMf,2017-01-15 15:42:20,15,15,7533089,713304,9764,37017006,2,7,2,0
7585411,IDYlimyhu,2017-01-14 12:19:44,14,12,6382306,759596,33287,67860104,2,3,2,0
8958134,IDTWNBMbO,2017-01-20 11:00:44,20,11,6340961,499228,34670,87807327,5,3,1,0
9311470,ID56wqLmZ,2017-01-15 18:39:22,15,18,8776057,392169,25491,15328654,1,7,1,0
754532,IDZ4wSkh0,2017-01-20 05:19:25,20,5,5538997,343616,25491,15961717,4,4,2,1
999204,IDIHwDrZq,2017-01-15 14:04:34,15,14,6446598,184760,53835,74363610,5,1,2,0
3815860,IDU7nsYbt,2017-01-19 04:55:52,19,4,557857,415965,6906,99510044,2,7,1,0
10681938,IDpTQpoKJ,2017-01-20 14:38:09,20,14,8049677,311666,93286,66240359,2,1,1,0
5949883,IDvNCJpQY,2017-01-19 08:07:05,19,8,8000971,506174,80800,24515862,2,1,1,0
1451693,IDGejV0rT,2017-01-17 15:32:36,17,15,,504871,45620,31388981,2,2,4,0
2513077,IDNVS9MnH,2017-01-18 15:06:36,18,15,4432342,915857,93188,15961717,2,2,4,0
4544005,IDy786EoV,2017-01-11 19:14:12,11,19,3423214,85231,37718,67147700,1,1,2,0
10846120,ID8tN286b,2017-01-11 10:53:20,11,10,8407860,121093,40339,37135965,2,2,4,0
8104199,IDZeazCGw,2017-01-12 14:02:39,12,14,9165828,636082,42227,79474990,2,2,3,0
11499606,IDTUEPQMz,2017-01-12 17:06:15,12,17,8751852,50059,61208,39603421,2,3,1,0
5970413,IDsmGLW4c,2017-01-19 13:36:41,19,13,6613927,160549,82877,21873352,6,2,4,0
4130134,IDZYbsBqP,2017-01-18 13:10:03,18,13,1557318,609488,80554,57977218,3,2,4,0
129973,IDED06c9a,2017-01-20 17:05:05,20,17,6452791,75347,70409,18243870,2,7,1,0
808776,IDMvMrzCs,2017-01-16 12:23:33,16,12,936797,272934,17714,74363610,6,1,1,0
11758472,ID8eHMyEA,2017-01-11 09:12:04,11,9,8956254,252133,70409,49384126,1,1,1,0
10704947,IDmvZlb71,2017-01-12 12:33:04,12,12,2780944,392477,3643,555603,1,4,1,0
718443,IDMqjDgSf,2017-01-10 12:39:10,10,12,9839601,407091,33638,78406516,2,2,4,0
7646222,ID4GDF6CH,2017-01-20 11:00:32,20,11,8847375,554306,98552,7122654,5,3,1,0
2246415,IDDzPHm3k,2017-01-14 16:06:20,14,16,,664807,26849,18243870,3,7,2,0
10183876,ID8OCTFcp,2017-01-12 07:24:23,12,7,9465992,227983,14960,46997962,3,2,4,0
6567233,IDM7waSlm,2017-01-18 12:55:21,18,12,6802450,697653,62416,37135965,1,3,3,0
6393920,IDaH5W81l,2017-01-16 14:55:38,16,14,6548684,154024,82396,26461535,1,3,3,0
11049772,IDq0hbsML,2017-01-13 15:11:58,13,15,4912248,36562,92902,78406516,3,3,1,0
7927975,IDeqUFSOd,2017-01-12 18:18:24,12,18,5635679,637502,73248,50706198,5,3,2,0
9395282,IDxXnZTXu,2017-01-20 08:52:44,20,8,3081427,574838,93286,46997962,2,7,1,0
2429658,IDtnwJp05,2017-01-15 17:36:52,15,17,7661695,417253,26966,48615529,4,3,1,0
8529242,ID6C0EvpF,2017-01-11 17:32:40,11,17,9493665,221277,37815,20301556,3,2,4,0
182064,IDevd7HCJ,2017-01-10 12:16:49,10,12,5067535,991522,96184,22050486,5,3,2,0
8818086,IDleoybVF,2017-01-14 13:03:54,14,13,,339315,33638,67290861,2,5,1,0
80963,IDiW3LoH8,2017-01-18 17:37:19,18,17,5143590,654238,904,2050923,2,2,4,0
7088254,IDDf2Fzjh,2017-01-14 12:29:31,14,12,7174151,433148,1678,90962935,1,3,2,0
3915915,IDqz8VtTL,2017-01-17 12:28:11,17,12,9445139,261269,95113,16622107,3,3,3,0
3533642,IDG6apBsM,2017-01-16 16:48:05,16,16,,747821,14960,52437512,3,2,4,0
568209,IDKb9f7bI,2017-01-20 14:00:36,20,14,3713965,456847,68947,7864011,2,2,4,0
11906154,IDRqBrHng,2017-01-14 11:36:03,14,11,6989359,787225,82129,57977218,3,6,3,1
5145370,IDJ4erRJM,2017-01-17 12:45:07,17,12,6582129,356851,63392,2835657,5,4,2,0
8271684,IDPBuI011,2017-01-19 17:16:34,19,17,,573309,9764,37017006,6,3,1,0
8165245,IDEE1feNH,2017-01-11 16:57:03,11,16,5655845,46559,26162,46512126,1,3,1,0
4621614,IDQ1op01N,2017-01-20 14:15:13,20,14,1877755,949450,3643,79906734,5,1,3,0
9837914,IDbRiKkcM,2017-01-19 10:08:48,19,10,2781689,516309,10345,33247409,2,3,1,0
2901566,IDC5DTIuC,2017-01-12 13:34:44,12,13,1466152,14564,73248,57977218,3,3,2,0
5370108,IDYk7kUMh,2017-01-11 19:43:11,11,19,8809773,635268,45620,31388981,2,4,2,0
3241938,IDEqDuHVj,2017-01-19 03:58:18,19,3,9896932,48609,82877,27723861,2,4,4,0
6287952,IDQcBoNPi,2017-01-13 11:39:43,13,11,3814850,848846,82877,48615529,5,2,4,0
425198,ID3Kz33a9,2017-01-11 16:18:12,11,16,716551,655042,65251,26391770,1,4,1,0
8419004,IDR7IIdo2,2017-01-16 17:33:52,16,17,419034,891533,68947,35888759,5,2,3,0
7508352,IDbP2KAcM,2017-01-11 07:52:03,11,7,2691421,639164,17714,74363610,1,1,2,0
9409857,IDQSoww6O,2017-01-20 11:47:51,20,11,6717698,672809,43897,17488931,2,3,2,0
5579139,IDigv7J6C,2017-01-20 11:35:20,20,11,7509796,238826,60316,26391770,6,2,4,0
9850553,ID22PMx4Q,2017-01-20 09:21:25,20,9,,816384,6906,99510044,2,4,1,0
1845659,IDFHuUfqn,2017-01-11 10:30:51,11,10,,547190,80692,555603,2,2,3,0
10629734,IDI9uPGCI,2017-01-16 09:05:54,16,9,2955170,393035,8467,7122654,2,3,1,0
7068620,ID5fyKLCQ,2017-01-13 09:26:06,13,9,4404625,85536,83717,14032724,1,2,4,0
711368,IDXTt7LsE,2017-01-18 16:00:27,18,16,9882973,803174,61208,91553313,6,7,1,0
8358697,IDqz3R5Iu,2017-01-13 14:18:31,13,14,5043801,905664,14345,555603,2,4,3,0
3254147,IDLzKlbxG,2017-01-18 12:52:03,18,12,6839606,159389,21407,9434818,1,3,1,0
6729660,IDQbw1i8L,2017-01-11 15:56:02,11,15,6561357,111502,36768,67290861,1,7,4,0
11295046,IDd89q2I9,2017-01-12 06:57:31,12,6,1358829,247532,62809,2050923,1,3,1,0
4036731,IDr3RBkzX,2017-01-19 15:44:09,19,15,3166427,332242,40339,43452411,2,5,1,0
8450902,ID9zbcr58,2017-01-19 12:03:03,19,12,3545159,999648,73248,33247409,2,3,2,0
5206371,IDno38kvo,2017-01-14 16:22:39,14,16,2295018,96393,31365,20301556,1,3,1,0
6220205,ID3wTd11Q,2017-01-11 06:32:58,11,6,8984805,109612,40339,43452411,2,3,2,0
1227717,ID1IR4nQV,2017-01-17 13:29:07,17,13,,629155,11837,56546102,2,2,4,0
9057234,IDQXrSgjw,2017-01-20 16:53:04,20,16,5300867,523907,11987,16340250,1,3,2,0
11896541,IDDB98gCX,2017-01-13 15:26:02,13,15,9543831,292324,12211,30860214,2,5,1,0
8300867,IDVvnQY36,2017-01-17 10:31:12,17,10,7427343,570398,80554,74868704,6,3,1,0
9091448,IDfc87XtX,2017-01-13 07:31:45,13,7,2615634,687792,6906,99510044,1,7,1,0
8461478,IDsX4iZbq,2017-01-15 18:58:30,15,18,7893702,825306,53956,94930037,2,3,2,0
3077374,IDWzMegLp,2017-01-12 15:27:59,12,15,3704040,872601,20322,77046603,2,2,4,0
9956262,IDYRN0i0d,2017-01-13 11:53:14,13,11,9954311,105977,36768,29916445,1,3,3,0
5712755,IDilTKURk,2017-01-11 15:41:05,11,15,5090910,902255,17714,74363610,4,3,1,0
4531956,IDrqjosKM,2017-01-20 13:44:16,20,13,7851416,209136,40339,71040875,2,2,4,0
2748142,ID6bmKjLe,2017-01-10 16:59:20,10,16,7726922,154374,33287,94930037,1,3,1,0
5373226,IDuprIrVP,2017-01-10 11:40:40,10,11,5496265,626962,6906,99510044,1,2,4,0
6327466,IDHUEGCuC,2017-01-15 12:36:05,15,12,1402398,390354,83091,29916445,1,2,4,0
1029976,IDjDWX2T8,2017-01-13 11:15:36,13,11,,759207,40339,37135965,5,1,2,0
6998940,IDL0zQv3f,2017-01-17 17:15:42,17,17,7462629,677074,93286,52437512,5,4,3,0
5902545,IDScCRgdB,2017-01-19 16:33:08,19,16,6727667,547286,41706,91553313,5,3,2,0
6324910,ID52cUHl1,2017-01-19 14:53:38,19,14,7423462,463121,70409,43179292,1,7,3,0
4403938,IDuGmzcrW,2017-01-12 15:15:03,12,15,6273198,643971,77521,74363610,2,3,2,0
5506826,IDN3id9OP,2017-01-18 11:51:48,18,11,7397521,259657,21407,15961717,2,3,1,0
1015296,IDiy2YD74,2017-01-16 06:54:09,16,6,1021808,877965,1678,14954287,1,4,3,0
6376401,IDtL51nSR,2017-01-13 15:02:48,13,15,,191492,9764,50595884,6,3,2,0
9751363,ID2zEtFpR,2017-01-17 10:07:31,17,10,3867078,570269,42227,49384126,1,2,3,0
1923048,IDsBasZ1j,2017-01-14 10:58:48,14,10,,90483,904,74363610,2,3,3,0
143750,IDH3bW9Zo,2017-01-10 09:59:30,10,9,4599501,95195,5602,89912524,1,3,1,0
9481243,IDGogLiS6,2017-01-13 17:52:09,13,17,,545997,43897,69514806,4,3,1,0
4521451,IDgikek6D,2017-01-10 16:02:03,10,16,5357507,644464,48498,30860214,6,2,3,0
179221,IDuyzJdaR,2017-01-20 13:01:53,20,13,9494986,999435,41706,4000296,6,1,3,0
4520835,IDGgAemFj,2017-01-17 16:26:07,17,16,4191952,334349,36768,2835657,6,1,1,0
8254226,IDPvs4ZHH,2017-01-14 07:01:24,14,7,9723836,39833,96313,71716856,2,3,2,0
7769600,IDyEcSCqO,2017-01-10 09:50:48,10,9,1530594,210639,15912,63767331,4,7,2,0
9877484,IDvvrVCdq,2017-01-15 06:54:19,15,6,3848794,398203,35368,74868704,2,3,1,0
616713,IDfNvhZHV,2017-01-16 10:37:06,16,10,7722120,829686,97863,61392274,2,3,1,0
5172529,IDBwilBH0,2017-01-17 16:12:32,17,16,9282716,501908,17714,91553313,1,7,3,0
3852118,IDkjJbf4a,2017-01-14 15:49:25,14,15,4842494,194837,6906,99510044,1,3,1,0
8800950,IDCXnWYdu,2017-01-13 16:08:55,13,16,9244590,99168,1678,50595884,6,3,1,0
5468243,IDbmmM95B,2017-01-12 10:46:47,12,10,,247532,62809,2050923,2,1,2,0
9860424,IDHTRBnrB,2017-01-19 12:59:09,19,12,7487948,565236,10345,26461535,2,3,1,0
5998724,IDWRuAPE0,2017-01-18 05:42:44,18,5,972696,867005,33638,27723861,1,2,3,0
7697656,IDcI44CZ5,2017-01-18 17:05:52,18,17,30723,573820,17714,16340250,1,1,1,0
7603290,IDV7qmrbU,2017-01-15 16:29:35,15,16,5933012,222785,10345,33683592,2,3,2,0
2147641,ID7W4PpHV,2017-01-12 18:18:41,12,18,7383543,423228,42227,43770446,1,2,4,0
4879732,ID29aztKm,2017-01-17 08:26:54,17,8,7930294,836069,84974,37236044,4,3,3,0
7962511,IDDEoMdSZ,2017-01-10 18:32:33,10,18,,693859,23576,45446370,2,2,4,0
3987575,IDL027Odl,2017-01-17 14:23:33,17,14,8272150,363501,11837,7864011,1,4,1,0
10690143,IDshPFhAu,2017-01-14 13:02:11,14,13,3459067,887235,17714,20301556,1,3,3,0
8038311,IDVQC8ktB,2017-01-17 09:19:32,17,9,6316391,896408,82396,7122654,2,2,4,0
5905925,IDljwiHao,2017-01-12 16:02:22,12,16,,131337,30580,67147700,2,3,2,0
8990283,IDxtYMWBy,2017-01-10 15:04:01,10,15,,994369,25491,37135965,2,2,4,0
1780954,IDayl6sxV,2017-01-20 14:59:11,20,14,430338,530014,10345,81621696,3,2,3,0
8144758,IDybIK2lX,2017-01-14 10:32:28,14,10,6877765,574493,96973,85661351,2,4,3,0
1037436,IDyG85cAD,2017-01-19 13:29:29,19,13,7903733,467715,48498,7864011,1,7,1,0
5794710,IDgvvinmT,2017-01-14 12:55:05,14,12,5164158,74178,68947,44110614,2,3,2,0
11849123,IDCF8PIAn,2017-01-11 17:41:27,11,17,3477867,430955,42227,54526992,6,3,1,0
4718971,IDZmDd1qK,2017-01-12 06:49:28,12,6,2461472,323228,42227,49384126,1,3,3,0
3921455,IDlTGkjvV,2017-01-16 08:51:40,16,8,7475053,259838,7126,53807073,2,2,4,0
7399451,IDvnfrQOc,2017-01-14 12:30:23,14,12,8672716,885601,11837,43770446,1,3,1,0
2283089,IDyZeAzjR,2017-01-11 17:59:37,11,17,8646918,258830,904,74363610,2,3,1,0
5875655,IDKeJCN6p,2017-01-19 23:06:34,19,23,,484743,1678,78406516,3,4,2,1
4598579,IDbK6HlDe,2017-01-18 17:40:45,18,17,7400586,129778,5602,30432082,1,3,2,0
5396975,IDRVfBvjK,2017-01-16 09:29:47,16,9,1950289,941381,92704,93157824,3,3,1,0
10521143,IDZ9B5ots,2017-01-11 17:34:09,11,17,9706746,958371,7126,53807073,2,2,4,0
5719111,IDdOPhTye,2017-01-20 17:58:04,20,17,7079410,902532,6906,99510044,1,3,1,0
5760078,IDXyklkRg,2017-01-14 16:10:20,14,16,3838729,302904,2053,91553313,6,4,1,0
3435193,IDT06Zmci,2017-01-12 16:17:22,12,16,6511551,225615,95113,65017662,2,3,2,0
787608,IDZr80Ndr,2017-01-17 12:34:27,17,12,7119464,391430,20322,54526992,2,3,1,0
4060871,IDt8cu4uo,2017-01-11 09:37:20,11,9,2937253,776445,33638,67290861,4,3,1,0
1530779,IDWYHv9ME,2017-01-13 09:41:32,13,9,8476510,788247,84987,79474990,2,2,4,0
789981,IDG4UXXLH,2017-01-10 18:20:20,10,18,3032554,725316,97863,37236044,4,3,1,0
8597578,IDaHcaGEI,2017-01-14 12:33:32,14,12,5759069,308062,904,74363610,1,2,4,0
8262631,ID12HheQ3,2017-01-14 15:23:27,14,15,2751173,725950,85860,20301556,2,2,3,0
7569109,IDqlSda35,2017-01-16 09:42:13,16,9,3690068,387525,6906,99510044,2,2,3,0
9223514,IDlzPoEPN,2017-01-13 15:33:21,13,15,808616,640051,35046,31388981,1,7,1,0
10184342,IDz8UZ9OB,2017-01-13 15:11:53,13,15,6599865,436298,40339,49384126,2,3,2,0
6362430,IDoZmgc0G,2017-01-16 12:09:10,16,12,4824165,145633,93286,9434818,2,2,4,0
1525142,IDDGwz07R,2017-01-14 12:19:03,14,12,2376977,332131,40339,555603,2,1,1,1
5152534,IDxn3ypHR,2017-01-17 13:13:11,17,13,2008425,39116,42227,95013373,1,3,2,0
3760013,IDhZV3GOA,2017-01-20 10:51:16,20,10,8737840,716774,14960,87807327,2,3,1,0
9454303,IDXQzaZm0,2017-01-13 10:02:25,13,10,1512420,459304,30580,67147700,2,3,2,0
345796,ID0tug4AA,2017-01-11 14:55:49,11,14,5628118,716831,82877,38492160,1,3,2,0
8073470,IDXLB7e38,2017-01-12 08:56:17,12,8,6511551,863111,30580,67147700,2,2,4,0
902565,IDRrhHY5r,2017-01-14 07:17:51,14,7,2447971,671579,86652,99684291,1,3,2,0
5047052,IDh697iDq,2017-01-14 02:49:10,14,2,388509,855117,40339,58321067,1,7,3,0
1164951,IDBXszno0,2017-01-20 17:47:57,20,17,7412279,702617,25491,79474990,6,3,3,0
10700751,ID3227njy,2017-01-13 12:38:57,13,12,7388126,21875,73248,50706198,2,3,1,0
9108797,ID4tv3Gee,2017-01-11 17:02:56,11,17,669369,557519,15912,7864011,1,1,1,0
820277,IDAxWX8cU,2017-01-16 12:26:19,16,12,8236564,798039,50584,74363610,2,3,1,0
10451865,ID4wmMrU6,2017-01-20 03:42:29,20,3,9093522,75879,9764,1189152,1,3,1,0
2555229,IDDj7Hz0R,2017-01-17 16:17:25,17,16,4488799,51625,11837,22339104,5,3,2,0
4382106,IDJ9OmKj7,2017-01-11 12:17:53,11,12,7957357,166261,53956,25113706,2,3,3,0
2393073,ID3HPThLJ,2017-01-17 10:09:36,17,10,8112805,905318,6906,99510044,5,1,2,0
10652048,IDH0yyr6o,2017-01-14 08:05:55,14,8,6106650,197307,904,58604466,5,7,4,0
7151727,ID2ksR10F,2017-01-12 18:00:54,12,18,8708078,369601,65251,57977218,2,3,2,0
2030640,ID9MBaQon,2017-01-14 12:48:51,14,12,9068681,40788,70409,49384126,1,3,1,0
4344793,ID2jdNnq3,2017-01-17 07:49:18,17,7,7930294,175231,42227,43770446,1,3,1,0
10181878,ID82HYHQs,2017-01-10 16:32:47,10,16,682990,62172,82396,9556126,2,3,1,0
5262773,IDDak4qQ7,2017-01-11 12:30:54,11,12,506412,586495,11837,72089744,2,4,1,0
2898168,IDufYKYfU,2017-01-13 16:39:41,13,16,4583131,680625,41706,4000296,1,2,4,0
703448,IDhu93Cal,2017-01-11 17:27:06,11,17,,918183,9764,50595884,2,7,2,0
2284802,ID8tx8VUW,2017-01-20 10:51:06,20,10,6388181,679616,82396,9556126,2,3,1,0
9345663,IDhZ9pbKb,2017-01-10 02:57:20,10,2,2243864,864289,96184,51545768,2,3,3,0
1494264,IDxuEcFJ6,2017-01-17 15:38:30,17,15,18662,990356,6906,99510044,4,3,1,0
9887513,IDPKWPbZK,2017-01-16 08:50:11,16,8,1815020,175106,10345,67147700,1,2,4,0
9573389,IDKqBKxE9,2017-01-20 10:54:17,20,10,,978205,97807,27723861,2,2,4,0
6413202,IDqCDtQqJ,2017-01-18 13:44:00,18,13,7198705,376202,76239,65017662,2,1,3,0
4704688,IDV2sjUpK,2017-01-16 11:53:47,16,11,6921284,104928,71441,7122654,1,1,2,0
882686,IDkmB3Grq,2017-01-14 13:25:44,14,13,9556231,618770,25015,29916445,2,4,2,0
9497527,IDEKsCrP3,2017-01-12 05:59:14,12,5,8882251,519138,40339,49384126,4,3,2,0
7378097,IDz4LOzeU,2017-01-13 11:21:16,13,11,2593897,883466,40339,43452411,1,2,4,0
4143768,IDi3D6ZY5,2017-01-11 20:06:22,11,20,4615967,957342,904,26391770,1,4,1,0
6738303,IDX94X2fF,2017-01-13 17:27:09,13,17,605883,193204,93286,27723861,1,1,2,0
9816445,IDMEw9yDY,2017-01-12 18:18:23,12,18,5409858,790079,98552,73715675,2,2,4,0
3542891,IDe3BqmJ0,2017-01-12 13:34:28,12,13,9150970,224582,71531,555603,1,7,2,0
3279482,ID2DGx1dz,2017-01-14 10:05:17,14,10,351736,303443,68847,7181598,2,3,1,0
11599583,ID7OwxqiY,2017-01-16 13:06:15,16,13,5630123,335971,904,94350426,5,3,1,0
1670749,IDDO4hCXo,2017-01-10 17:35:45,10,17,4123952,342573,41706,4000296,2,1,1,0
9301106,IDOWqpi5D,2017-01-14 12:22:22,14,12,6724048,461825,6906,99510044,4,4,1,1
11573945,IDZgwpbKw,2017-01-12 09:10:02,12,9,5269774,49185,82877,67290861,6,3,2,0
8934691,IDmNv7PpO,2017-01-16 10:49:53,16,10,9047760,130170,41706,4000296,6,3,1,0
9344813,IDCMAqR74,2017-01-13 12:28:45,13,12,227574,43153,48498,30860214,2,4,2,0
31028,IDZvQ0Crq,2017-01-11 19:17:14,11,19,2320006,183700,40339,58321067,2,2,4,0
2454835,IDEWPW9Sx,2017-01-20 09:06:15,20,9,1936888,225501,54916,27723861,2,3,1,0
2507903,IDfMHJonL,2017-01-15 18:40:09,15,18,6342211,382869,40339,43452411,6,3,3,0
11839430,IDbmxKv30,2017-01-14 11:19:03,14,11,4127612,874411,97863,8837581,1,2,4,0
7240699,IDAq5Mvxm,2017-01-19 09:50:13,19,9,5874815,124321,31365,26391770,2,4,2,0
3126446,IDAna6YX2,2017-01-19 07:36:15,19,7,7094515,113510,42227,79474990,2,2,4,0
10118415,ID8botkn1,2017-01-18 10:07:34,18,10,6945965,116124,904,72297026,2,3,1,0
3703249,IDQjEpCor,2017-01-16 16:07:40,16,16,6923147,515570,13412,77318092,6,2,4,0
7965390,IDKVILD4U,2017-01-13 17:54:49,13,17,5158154,35115,35046,31388981,3,3,1,0
9442244,IDlwEwNkR,2017-01-17 17:52:31,17,17,2662350,596675,42227,7181598,2,1,1,0
126755,IDUMePMNh,2017-01-17 17:56:09,17,17,1713030,451078,80554,61940782,5,3,1,0
9960261,IDMg09LlY,2017-01-16 14:21:41,16,14,8946231,33667,26962,57977218,2,1,3,0
8766574,IDsgFAThN,2017-01-17 16:37:50,17,16,8777279,214956,80800,27723861,1,3,3,0
3622995,IDZXPlAo4,2017-01-18 12:53:55,18,12,1593049,212879,904,26391770,6,3,1,0
7399979,IDDXni9tR,2017-01-15 12:54:34,15,12,141740,455394,26962,77896159,2,2,4,0
4924077,ID5TFACjT,2017-01-17 14:47:03,17,14,3270397,698685,9764,37135965,5,3,1,0
9699599,ID4mfLych,2017-01-10 16:00:43,10,16,4805005,206258,41640,74868704,2,4,2,0
12109664,IDQEQybPK,2017-01-14 17:53:53,14,17,98480,343494,3037,55358028,6,3,1,0
1799081,IDOh2f8jr,2017-01-12 15:14:32,12,15,7820153,434187,42227,32738053,2,2,4,0
67860,IDycZw7Qc,2017-01-16 07:43:25,16,7,5857630,286618,26966,74868704,4,3,2,0
